"2964,Apr 28 2018,Prepared speech,Economy,""""""If they [Democrats] got elected...you would have been down to a GDP that would have been negative. You would have had a negative GDP, and wait until you see over the coming quarters how good it is going to be."""""",""Considering Trump inherited a thriving economy from Obama, there is no basis for him to make this claim."",,0";;;
"2965,Apr 28 2018,Prepared speech,Economy,""""""Wages are going up for the first time in many, many years."""""",""This is wrong. Wages have been rising steadily since 2014, for a gain of 7.3 percent over the past three years."",""2965, 2713, 2736, 2624, 2563, 2648, 2388, 2241, 2279, 2220, 2284, 2188, 1770, 1848, 1548, 1356, 1141, 1127, 1066, 0977"",20";;;
"2966,Apr 28 2018,Prepared speech,Jobs,""""""African-American unemployment has reached the lowest level in history."""""",""This is a flip-flop. During the 2016 campaign, Trump used to claim a Four-Pinocchio stat that 58 percent of African-American youth was unemployed. The official Bureau of Labor Statistics unemployment rate for black youth at the time was 19.2 percent — about one-third of the rate used by Trump. Now that he’s president, Trump appears all too happy to cite the unemployment rate for African Americans, bragging that it’s the best since the turn of the century. We’re pleased the president is now using accurate statistics but it’s absurd to suggest, as he does to audiences, that he had anything to do with these numbers.  Moreover, while the unemployment rate for black workers hit a record low, 6.8 percent, in December, it has since nudged up to 6.9 percent -- a rate that is much higher than for white Americans. "",""2966, 2956, 2937, 2769, 2704, 2669, 2735, 2723, 2564, 2507, 2454, 2432, 2387, 2312, 2260, 2221, 2285, 2303, 2352, 2206, 2184, 2162, 2154, 2117, 2127, 2141, 2047, 2009, 2014, 2010, 1126, 1139"",32";;;
"2967,Apr 28 2018,Prepared speech,Immigration,""""""That wall has started. We are $1.6 billion."""""",""This $1.6 billion is destined for new fencing covering a portion of the border, not for Trump's promised wall."",""2967, 2900, 2678, 2663, 2876, 2660, 2819, 2836, 2662, 2857, 2661, 2854, 2848"",13";;;
"2968,Apr 28 2018,Prepared speech,Immigration,""""""Watch the caravan. Watch how sad and terrible it is, including for those people because they come up, and the crime that they inflict on themselves and that others inflict on them, it's a horrible, dangerous journey for them -- for them."""""",Trump appears to be referring to rape allegations within a caravan of Central Americans that was heading to the United States. But the rape allegations themselves are a matter of dispute. Reporters traveling with the caravan say they have seen no evidence of rapes within the caravan. The Central Americans are traveling in a group to prevent the violence that can be inflicted on individual travelers to the border.,,0";;;
"2969,Apr 28 2018,Prepared speech,Immigration,""""""We have fought to secure our border, but Democrats in Congress -- Nancy Pelosi, Schumer -- they've opposed us at every stop and every step. They've opposed every effort to close the loopholes to keep the violent criminals like MS-13 the hell out of our country and to stop the flow of illegal immigrants and drugs which are pouring into our country."""""",""Democrats were willing to agree to full funding of Trump's border wall if he agreed to a path for citizenship for people who qualified for DACA, or Deferred Action for Childhood Arrivals, which Trump had terminated. (His action has been blocked in the courts.) But Trump also insisted on restrictions on legal immigration."",,0";;;
"2970,Apr 28 2018,Prepared speech,Biographical record,""""""We couldn't even get near the arena [in Grand Rapids, Mich.], there were 32,000 people. I finished speaking at 1 o'clock in the morning on election day — 32,000 people."""""",""The DeVos Place in downtown Grand Rapids, Mich., where Trump held the rally, has a capacity of 4,200, <a href=""""https://www.freep.com/story/news/local/michigan/2016/11/08/donald-trump-holds-late-night-rally-grand-rapids/93447114/"""">according to the Detroit Free Press</a>. Perhaps that many were waiting outside, for a total of 8,000, local media estimated. "",,0";;;
"2971,Apr 28 2018,Prepared speech,Health care,""""""Essentially, we are getting rid of Obamacare";" some people would say, essentially we got rid of it, but you no longer have the individual mandate."""""",""Eliminating the individual mandate may weaken the Affordable Care Act, as it may lead to risk pools that are less healthy, but it does not wipe out the law. "",""2971, 2708, 2370, 2243, 2331, 2343"",6";;
"2972,Apr 28 2018,Prepared speech,Education,""""""We are supporting job training and we are supporting vocational schools, right? Vocational schools. You know, I said to the guys, I said these community colleges, they are wonderful, but nobody knows really what a community college is."""""",Vocational schools and community colleges are two different types of schools.,2845,1";;;
"2973,Apr 28 2018,Prepared speech,Immigration,""""""We need skilled people and when people come across the border, we want to take them in, but we want to take them in based on merit, not based on a lottery. Lottery, lottery.<br />We want them to come in based on skill and based on merit so they can love our country, they can help our country, they can do things for our country, not come in based on some random lottery system."""""",""Trump often mischaracterizes the U.S. diversity visa lottery, though here he does better than most instances. Other countries do not choose people to “put into the system.” Instead, nearly 15 million self-selected people from countries with low immigration to the United States apply annually for the slim chance to win an invitation to apply for a green card."",""2973, 2874, 2394, 2383, 2273, 2230, 2297, 2164, 1999, 2005, 1995, 1993, 1953, 1929, 1825, 1868, 1541, 1564"",18";;;
"2974,Apr 28 2018,Prepared speech,Biographical record,""""""You know, I told you before, we have done a lot. We have done more than anybody in a year."""""",""Trump, unlike many presidents in their first year, has signed few major pieces of legislation. As of Dec. 21, Trump has signed 94 bills, most of which were minor. That's fewer bills than any president since Eisenhower, <a href=""""https://govtrackinsider.com/falling-from-first-to-last-president-trump-has-signed-the-fewest-bills-into-law-by-this-point-in-8945aac6ad54"""">according to GovTrack</a>. At the time Trump made this statement he had signed more bills than Obama and was tied with George W. Bush, but was still behind every other president since Eisenhower."",""2974, 2934, 2038, 1823, 1942, 1849, 1918, 1869, 1686, 1665, 1544, 1563, 1494, 1074, 1006, 0913, 0955, 0806"",18";;;
"2975,Apr 28 2018,Prepared speech,Miscellaneous,""""""This is the state where Henry Ford invented the assembly line."""""",""Henry Ford did not invent the assembly line";" it was Ransom Eli Olds, whose Oldsmobile Curved Dash is considered the first mass-produced vehicle in history, selling 5,000 units in 1904"",,0";;
"2976,Apr 28 2018,Prepared speech,Economy,""""""So regulations -- we have cut more regulations in this 15 to 16 months than any other President has cut in four years, eight years or as you know, FDR, in one case 16 years, and it's not even close."""""",""This claim cannot be verified as there is not enough data for a comparison, but it's especially a stretch to say he's done more in 15 months than any full term president. And Franklin D. Roosevelt served 12 years, not 16 years. "",""2976, 2710, 2670, 2656, 2525, 2371, 2263, 2217, 2293, 2348, 2212, 2326, 2340, 2187, 2176, 2131, 2024, 1970, 1842, 1907, 1812, 1856, 1710, 1746, 1600, 1612, 1621, 1428, 1514, 1374, 1347, 1346, 1375"",33";;;
"2977,Apr 28 2018,Prepared speech,Miscellaneous,""""""We have reinvigorated our Space Program to a level that nobody thought possible in this short period of time. NASA is back. NASA is back and Mars is waiting for us."""""",""NASA’s “Journey to Mars” initiative predates Trump and builds on what Obama did. And in any case, Americans are not expected to be walking on Mars during the four or eight years of the current administration. "",,0";;;
"2978,Apr 28 2018,Prepared speech,Foreign policy,""""""You know how many of our missiles hit their target? One hundred percent. One hundred percent."""""",""The Pentagon claims to have hit one hundred percent of its targets in Syria. But the way Trump frames it is not accurate. The military launched 61 missiles for 59 targets. One missile failed, and another had to be aborted. In both cases another missile was launched to take its place."",,0";;;
"2979,Apr 28 2018,Prepared speech,Biographical record,""""""I am a politician, I guess, but I accomplished more than I promised, and I'm doing it for you."""""",""The <a href=""""https://www.washingtonpost.com/graphics/politics/trump-promise-tracker/?utm_term=.7b373609c24f"""">Washington Post Trump Promise Tracker</a> shows that Trump has kept 23 percent of his promises and broken 27 percent. "",,0";;;
"2980,Apr 28 2018,Prepared speech,Immigration,""""""Our laws are so weak, so pathetic, given to us by Democrats, Nancy Pelosi, Chuck Schumer. Let me tell you, we have gotten Mexico to work with us on stopping a lot of what is pouring in. We have the worst laws anywhere in the world."""""",""Trump may believe the laws are """"so weak"""" but it's unreasonable to say the southern border is unprotected. As of 2016, the U.S. Customs and Border Patrol employed more than 60,000 people and had a budget of more than 13 billion dollars. Plus, the organization has grown over the last decade.  "",""2686, 2814"",2";;;
"2981,Apr 28 2018,Prepared speech,Immigration,""""""I don't know if you have seen. San Diego is being overrun. They are being overwhelmed by people. They are begging us for a wall. We have the money. It is all funded in San Diego."""""",""It's not clear what Trump is referring to, but in response to similar questions, the White House previously pointed out a project in Imperial County, east of San Diego, to replace two miles of an existing barrier with a bollard-style fence. The White House also told <a href=""""http://www.politifact.com/california/statements/2018/mar/13/donald-trump/no-mr-president-california-not-begging-wall/"""">PolitiFact</a> about a separate """"border wall system"""" Trump's administration has proposed for the San Diego area. In any case, these projects are being driven by the federal government, not by local officials. The Republican mayor of San Diego <a href=""""http://www.sandiegouniontribune.com/news/immigration/sd-me-border-polreact-20170125-story.html"""">has said</a>, """"We already have a safe and secure border in San Diego built by the federal government."""""",,0";;;
"2982,Apr 28 2018,Prepared speech,Foreign policy,""""""I spoke to the president this morning of South Korea for a long time. They had a very good meeting. He gives us tremendous credit. He gives us all the credit. President Moon of South Korea, it started with the Olympics."""""",""Trump twists President Moon's words. At the dinner for Ivanka Trump before when she arrived in Seoul, Moon said that President Trump's active support and attention had been a """"very important factor"""" in the success of the Olympic games. Moon called on the U.S. to tamp down it's harsh rhetoric toward the North in advance of the games, fearing a preemptive strike by the U.S. or an attack from the North. The U.S. certainly had the opportunity to de-escalate the pending crisis but did not move to do so. Instead it was the South who invited the North to send athletes to the games, which helped assure there would be no disruptions."",""2982, 2954, 2766, 2914, 2776, 2490"",6";;;
"2983,Apr 28 2018,Prepared speech,Foreign policy,""""""I'm not going to be a John Kerry who makes that horrible Iran deal. Horrible. One of the worst deals. How do you make a deal like that? $150 billion, $1.8 billion in cash. They got nothing."""""",""Trump always uses too high an estimate, $150 billion, and makes it sound like the United States cut a check to Iran. But this was always Iran’s money. Iran had billions of dollars in assets that were frozen in foreign banks around the globe because of international sanctions over its nuclear program. The Treasury Department estimated that once Iran fulfilled other obligations, it would have about $55 billion left. The Central Bank of Iran said the number was actually $32 billion. As for the $1.8 billion, it was part of a settlement of a long dispute between the two countries. "",""3016, 2983, 2924, 2903, 2908, 2721, 2375, 2089, 1989, 1471, 1394, 1015, 0896, 0061, 0046"",15";;;
"2984,Apr 28 2018,Prepared speech,Russia,""""""Russian collusion. you know? I guarantee you. I am tougher on Russia, nobody ever thought -- have you heard about the lawyer? A woman lawyer, she said, I know nothing. Now she supposedly -- you know why? Putin and the group said, Trump is killing us. Why don't you say you are involved with government so that we can go and make their life in United States even more chaotic?"""""",""Trump again claims without evidence that he has been tougher than any president on Russia. Here, he adds the oddity of suggesting that Natalia Veselnitskaya, the Russian lawyer who met with Donald Trump Jr. and other campaign aides -- an action criticized by the House Intelligence Committee report -- is actually working at the behest of Russian President Vladimir Putin. That would make the circumstances of the meeting even worse. "",""2984, 2947, 2931, 2784, 2821, 2837, 2473, 2400, 2402, 2401, 2444"",11";;;
"2985,Apr 28 2018,Prepared speech,Russia,""""""The only collusion is the Democrats colluding with the Russians, the Democrats colluding with lots of other people....They start something based on a document that was paid for by the DNC and Hillary Clinton."""""",""As for alleged collusion between the Democrats and Russia, Trump is referring to the fact that Fusion GPS, which {assembled the dossier as part of an assignment for Democrats}, relied on a British intelligence agent who used Russian sources for his research. So that's a rather big stretch. Moreover, it was a tip from the Australian government, which notified U.S. authorities about a drunken conversation between a Trump campaign aide, George Papadopoulos, and an Australian diplomat in May. Papadopoulos claimed the Russians had “political dirt” on Clinton. The memo released by the Republican majority of the House Intelligence Committee, which Trump has approvingly cited, confirms the counterintelligence investigation of Russian interference began in July 2016, because of the tip about Papadopoulos. The information in the dossier came to the attention of the FBI later. "",""2985, 2948, 2943, 2604, 2308, 1983, 1891, 1916, 1539, 1568, 1412, 1499"",12";;;
"2986,Apr 28 2018,Prepared speech,Miscellaneous,""""""In the old days when the newspapers used to write, they would names down. Today they say, sources have said that President Trump -- sources. They never say who the source is. they don't have sources. The sources don't exist in many cases. The sources in many cases don't exist. These are very dishonest people, many of them."""""",""It is unclear what stories Trump is referring to here, but mainstream news organizations do not publish articles with “no sources” and certainly do not “make up the sources.” That is grounds for firing. Certainly, sources can be misinformed, and respected news organizations strive to correct or update stories if a mistake has been made."",,0";;;
"2987,Apr 28 2018,Prepared speech,Russia,""""""What about the guy who took $700,000 for his wife's campaign? Nobody even talks about it."""""",""The question of fired deputy FBI director Andrew McCabe’s wife’s political activities emerged during the campaign, and Trump constantly has gotten the details incorrect. In this quote, Trump added the unfounded claim that McCabe kept some of this money. On March 12, 2015, Jill McCabe, a hospital physician, announced her candidacy for the Virginia Senate. The political action committee of then-Gov. Terry McAuliffe (D), a close Clinton ally, gave $452,500 to McCabe, and the state Democratic Party gave her campaign $207,788. That was about one-third of the $1.8 million budget for her campaign. All of the money was spent and there is no evidence McCabe kept any of it. He did not participate in his wife’s campaign."",""2987, 2942, 2728, 2577, 2321, 1940, 1944, 1678, 0929, 0866, 0830"",11";;;
"2988,Apr 28 2018,Prepared speech,Russia,""Former FBI director James Comey """"is a liar and a leaker. you know? I did you a great favor when I fired this guy. I'll tell you. I did you great favor."""""",""It's not clear which leaks and lies Trump is referring to here. Previously he has speculated that Comey lied to Senator Grassley about a disclosure made to the Wall Street Journal in 2016. But a new Inspector General report says Comey likely didn't know. If he's referring to the memos that Comey had passed on to a reporter after he was fired, that information was not classified. "",""2988, 2927, 2929, 2677, 2679, 2681"",6";;;
"2989,Apr 28 2018,Prepared speech,Economy,""""""With China and President Xi, when he was at Mar-a-Lago six months ago, I said to him, """"Would you do me a favor? Would you take our cattle?"""" In 2000 they would not take our cattle for whatever reason. After a short discussion, he said, 'I will.' The cattle is now going to China."""""",China had already agreed to allow the sale of U.S. beef under a deal brokered by the Obama administration. The only thing new was that a definite date was set for when sales would begin. ,""2989, 2762, 0920, 0818, 0817"",5";;;
"2990,Apr 28 2018,Prepared speech,Economy,""""""When we lose $500 billion in year in a trade deficit....we can't allow this to happen."""""",""Trump regularly complains about the trade deficit with China, saying it is $500 billion. But it was $310 billion in 2016. The goods deficit in 2017 was $375 billion, but that will be lower when the trade in services figure is calculated. Moreover, countries do not """"lose"""" money on trade deficits. "",""2990, 2778, 2718, 2760, 2898, 2888, 2872, 2683, 2826, 2856, 2844, 2852, 2794, 3003, 2544, 2549, 3004, 2494, 2486, 2460, 2452, 2389, 3005, 3006, 3007, 3008, 3009, 3010, 3011"",29";;;
"2991,Apr 28 2018,Prepared speech,Economy,""""""They [China] became a major power since the World Trade Organization, which is a horror show for us."""""",""The WTO is not a """"horror show"""" for the U.S. The United States, which complains more than any other country, prevails in about 90 percent of the cases that it brings against other countries in the World Trade Organization. The U.S. tends to lose when other countries bring cases to the WTO. "",,0";;;
"2992,Apr 28 2018,Prepared speech,Jobs,""""""Chrysler is moving back to Michigan from Mexico....Many companies are opening up in Michigan. Cars are coming back to Michigan. The plants are coming back. they're being expanded."""""",""Trump suggests that Mexican jobs are leaving for the United States. In reality, Chrysler is shifting truck production to the United States, but not at the expense of jobs or plants in Mexico. The Mexicans keep their jobs, while new ones will be created in the United States. "",""2992, 2768, 2697, 2763, 2787, 2591, 2547, 2523, 2392, 2249, 2295, 2304, 2350, 2336, 2192, 2150, 2133"",17";;;
"2993,Apr 28 2018,Prepared speech,Economy,""""""When they sell a car into the United States, they pay 2.5% tax. When we sell a car into china, they don't want it. They have barriers. If they took it, it is a 25% tax. Think of it. Think of it. They have a tax that is 10 times higher. What they say is, we don't want your cars."""""",""The tariff is 25 percent, but Trump is wrong to suggest no American cars are sold in China. General Motors sells more cars in China (3.9 million) than in the US (3 million) and saw its China business grow 13 percent in 2016."",""2993, 2779, 2761, 2729, 2796, 2587"",6";;;
"2994,Apr 28 2018,Prepared speech,Jobs,""""""In Wisconsin, I was very instrumental in getting FoxConn to come. A good friend of mine and a great guy. They make a lot of that Apple iPhones. They are incredible, and incredible company. they are building a fantastic plant."""""",""Trump touted Foxconn's investment announcement, but the company considered investing in U.S.-based facilities since 2014, though its initial plans to invest in Pennsylvania didn't pan out. The deal may not turn out the best for the state: It will take until at least 2043 before Wisconsin earns back the $3 billion payout."",""2994, 2832, 2846, 2616, 2403, 2396, 2443, 2415, 2416, 2417, 2418, 2419, 2422, 2311, 2247, 2268, 2079, 1810, 1756, 1838, 1750, 1701, 1657, 1630, 1565, 1618, 1422, 1445, 1328, 1304, 1293, 1143, 1128, 1145, 1094, 1084, 1054, 1000, 0992, 0995, 1021, 0974, 0989, 1028, 0998, 0930, 0942, 0686, 0663, 0585, 0565, 0541, 0475, 0423, 0384, 0373, 0347, 0366, 0340, 0337, 0325, 0330, 0320, 0322, 0315, 0293, 0260, 0234, 0227, 0211, 0167, 0178, 0152, 0114, 0070, 0089, 0127, 0059"",78";;;
"2995,Apr 28 2018,Prepared speech,Foreign policy,""""""We have spent 7 trillion dollars in the Middle East. You know we have for it? Nothing. Nothing."""""",""Trump is lumping together the wars in Iraq (in the Middle East) and Afghanistan (in South Asia), which together cost about $1.6 trillion from 2001 to 2014. He is also adding in estimates of future spending, such as interest on the debt and veterans' care for the next three decades."",""2995, 2909, 2820, 2867, 2557, 2277, 2421, 2198, 2316, 2324, 2084, 1947, 1920, 1935, 1964, 1878, 1681, 1020, 1037, 0853, 0678, 0709, 0637, 0635, 0364, 0314, 0185, 0158, 0146, 0058, 0028"",31";;;
"2998,Apr 28 2018,Prepared speech,Immigration,""""""The Democrats don't care about our military. They don't. They don't care about our borders or crime."""""",""Even by the standards of campaign-rally rhetoric, these claims are way over the top and obviously false. "",,0";;;
"2999,Apr 28 2018,Prepared speech,Jobs,""""""Cars are coming back to Michigan."""""",""Motor vehicle and parts manufacturing employment in the U.S. declined from 788,900 in December 2016 to 783,200 in November 2017. "",,0";;;
"3000,Apr 28 2018,Prepared speech,Health care,""""""We got rid of that and you see what's going on, and we're really producing -- and except for one vote. Remember the one vote? Three o'clock in the morning thumbs down. What a vote that was. What a vote that was. That was some vote."""""",""Trump suggests that Sen. John McCain's vote was the only impediment to passing a repeal and replacement of the Affordable Care Act. But none of the substantive replacement bills got nearly enough votes, and McCain's vote was against a """"skinny"""" repeal that was only to lead to talks with the House on a common position, with no guarantee of an agreement that would pass both Houses. "",""3000, 2369, 1709, 1480, 1134, 1068, 0983"",7";;;
"3001,Apr 28 2018,Prepared speech,Economy,""""""It's very hard for us to sell stuff into the European Union. It was put there to take advantage of the United States."""""",This is false. The European Union was created after World War II with the aim of ending the frequent and bloody wars between European countries. The United States actively encouraged greater integration among European countries.  ,,0";;;
"3002,Apr 28 2018,Prepared speech,Immigration,""""""One of the reasons they do it is because the Democrats actually feel and they are probably right, that all of these people that are pouring across are going to vote for Democrats, they're not going to vote for Republicans."""""",""While people seeking asylum may eventually be granted citizenship and the right to vote, undocumented immigrants do not have the right to vote. "",,0";;;
"3012,Apr 28 2018,Prepared speech,Miscellaneous,""""""We’ve done a great job with our vets. We have accountability approved, we’re getting Choice approved. And I pulled it because I didn’t like the Choice. The Choice wasn’t good enough ... I could’ve had it already. We could’ve had it in the last budget. But it wasn’t good enough. We’re getting Choice, which is a big deal. That’s going to be game changing."""""",""Trump's statement that he pulled """"Choice"""" from the omnibus spending bill -- allowing private doctors to handle more routine veterans’ care -- is inconsistent with previous White House statements that the White House supported the plan and it was the fault of House Democrats that it was not included in the legislation. (They thought the bill was moving too quickly.) "",,0";;;
"2947,Apr 27 2018,Remarks,Russia,""""""There's been nobody tougher on Russia than me. With that all being said, if we can get along with Russia, that's a good thing, not a bad thing. But there has been nobody tougher on Russia than me."""""",""There is little basis for Trump to make this claim, especially given his efforts to reach out to Vladimir Putin and excuse his behavior. "",""2984, 2947, 2931, 2784, 2821, 2837, 2473, 2400, 2402, 2401, 2444"",11";;;
